Title,Description_URL,Exercise_Image,Exercise_Image1,muscle_gp_details,equipment_details,equipment,muscle_group
Superman,https://www.bodybuilding.com/exercises/superman,,,https://www.bodybuilding.com/exercises/muscle/lower-back,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Lower Back
Supine Chest Throw,,,,,,,Triceps
Suspended Curl,,,,,,,Biceps
Suspended Leg Curl,,,,,,,Hamstrings
Suspended Reverse Crunch,,,,,,,Abdominals
Suspended ab fall-out,https://www.bodybuilding.com/exercises/suspended-fallout,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-158s-suspended-ab-fall-out-m2-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/equipment/other,Other,Abdominals
Suspended push-up,,,,,,,Chest
Suspended row,,,,,,,Middle Back
Suspended split squat,,,,,,,Quadriceps
T-Bar Row,https://www.bodybuilding.com/exercises/t-bar-row,https://www.bodybuilding.com/images/2020/xdb/3381_1.jpg,https://www.bodybuilding.com/images/2020/xdb/3381_2.jpg,https://www.bodybuilding.com/exercises/muscle/middle-back,https://www.bodybuilding.com/exercises/equipment/other,Other,Middle Back
T-Bar Row with Handle,https://www.bodybuilding.com/exercises/t-bar-row-with-handle,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1931/Male/m/1931_1.jpg,https://www.bodybuilding.com/images/2020/october/1931_2sm.jpg,https://www.bodybuilding.com/exercises/muscle/middle-back,https://www.bodybuilding.com/exercises/equipment/other,Other,Middle Back
Tate Press,,,,,,,Triceps
The Straddle,,,,,,,Hamstrings
Thigh abductor,,,,,,,Abductors
Thigh adductor,https://www.bodybuilding.com/exercises/thigh-adductor,,,https://www.bodybuilding.com/exercises/muscle/adductors,https://www.bodybuilding.com/exercises/equipment/machine,Machine,Adductors
Thigh killa,,,,,,,Quadriceps
Thruster,,,,,,,Null
Tiger-bend push-up,,,,,,,Chest
Tire flip,https://www.bodybuilding.com/exercises/tire-flip,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/other,Other,Quadriceps
Toe Touchers,,,,,,,Abdominals
Trail Running/Walking,https://www.bodybuilding.com/exercises/trail-runningwalking,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Quadriceps
Treadmill jogging,https://www.bodybuilding.com/exercises/jogging-treadmill,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,Quadriceps
Treadmill running,https://www.bodybuilding.com/exercises/running-treadmill,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,Quadriceps
Treadmill walking,,,,,,,Quadriceps
Tricep Dumbbell Kickback,https://www.bodybuilding.com/exercises/tricep-dumbbell-kickback,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-76d-single-arm-triceps-kick-back-m2-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-76d-single-arm-triceps-kick-back-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Triceps
Tricep Side Stretch,,,,,,,Triceps
Triceps Bench Press One Barbell,,,,,,,Null
Triceps Dips,,,,,,,Null
Triceps Extensions on Cable,,,,,,,Null
Triceps Extensions on Cable With Bar,,,,,,,Null
Triceps Machine,,,,,,,Null
Triceps Pushdown,https://www.bodybuilding.com/exercises/triceps-pushdown,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-17c-cable-v-bar-push-down-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-17c-cable-v-bar-push-down-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Triceps
Triceps Pushdown - Rope Attachment,https://www.bodybuilding.com/exercises/triceps-pushdown-rope-attachment,,,https://www.bodybuilding.com/exercises/muscle/triceps,https://www.bodybuilding.com/exercises/finder,Cables,Triceps
Triceps Stretch,,,,,,,Triceps
Triceps dip,https://www.bodybuilding.com/exercises/dips-triceps-version,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-1m-triceps-dip-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-1m-triceps-dip-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Triceps
Trunk Rotation With Cable,,,,,,,Null
Turkish Get-Up,,,,,,,Null
Two-Arm Kettlebell Clean,,,,,,,Shoulders
Two-Arm Kettlebell Military Press,https://www.bodybuilding.com/exercises/two-arm-kettlebell-military-press,https://www.bodybuilding.com/exercises/exerciseImages/sequences/530/Male/m/530_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/530/Male/m/530_2.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,Shoulders
Two-Arm Kettlebell Row,,,,,,,Middle Back
Typewriter push-up,,,,,,,Chest
Underhand Lat Pull Down,,,,,,,Null
Upper Back Stretch,,,,,,,Middle Back
Upper Back-Leg Grab,,,,,,,Hamstrings
Upper Body,,,,,,,Null
Upper External Oblique,,,,,,,Null
Upright Row - With Bands,,,,,,,Traps
Upright Row w/ Dumbbells,,,,,,,Null
"Upright Row, SZ-bar",,,,,,,Null
"Upright Row, on Multi Press",,,,,,,Null
Upside-down pull-up,https://www.bodybuilding.com/exercises/bodyweight-mid-row,,,https://www.bodybuilding.com/exercises/muscle/middle-back,https://www.bodybuilding.com/exercises/equipment/other,Other,Middle Back
Upward Stretch,,,,,,,Shoulders
V-Bar Pulldown,,,,,,,Null
V-bar pull-up,https://www.bodybuilding.com/exercises/v-bar-pullup,https://www.bodybuilding.com/images/2020/xdb/cropped/2020-xdb-140c-v-bar-pull-up-m1-crop-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/lats,https://www.bodybuilding.com/exercises/finder,,Lats
V-up,https://www.bodybuilding.com/exercises/jackknife-sit-up,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-76a-v-up-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-76a-v-up-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Abdominals
Vertical Swing,,,,,,,Hamstrings
Walking High Knees,,,,,,,Quadriceps
Wall Handstand,,,,,,,Null
Wall Pushup,,,,,,,Null
Wall Slides,,,,,,,Null
Wall Squat,,,,,,,Null
Wall ball toss,,,,,,,Quadriceps
Wall calf stretch,,,,,,,Calves
Wall shoulder tap,,,,,,,Shoulders
Wall squat,,,,,,,Quadriceps
Wall walk,,,,,,,Shoulders
Weighted Ball Side Bend,,,,,,,Abdominals
Weighted Crunches,https://www.bodybuilding.com/exercises/weighted-crunches,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50d-dumbbell-suitcase-crunch-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50d-dumbbell-suitcase-crunch-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/equipment/other,Other,Abdominals
Weighted Jump Squat,https://www.bodybuilding.com/exercises/weighted-jump-squat-,https://www.bodybuilding.com/exercises/exerciseImages/sequences/887/Male/m/887_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/887/Male/m/887_2.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Quadriceps
Weighted Push-Up,,,,,,,Chest
Weighted Sit-Ups - With Bands,,,,,,,Abdominals
Weighted Squat,,,,,,,Quadriceps
Weighted Step,,,,,,,Null
Weighted Step-ups,,,,,,,Null
Weighted bench dip,https://www.bodybuilding.com/exercises/weighted-bench-dip,,,https://www.bodybuilding.com/exercises/muscle/triceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Triceps
Weighted donkey calf raise,,,,,,,Calves
Weighted pull-up,https://www.bodybuilding.com/exercises/weighted-pull-ups,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-96c-weighted-pull-up-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-96c-weighted-pull-up-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/lats,https://www.bodybuilding.com/exercises/equipment/other,Other,Lats
Weighted sissy squat,https://www.bodybuilding.com/exercises/weighted-sissy-squat,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-180s-weighted-sissy-squat-m1-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-180s-weighted-sissy-squat-m2-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/other,Other,Quadriceps
Wide Stance Stiff Legs,https://www.bodybuilding.com/exercises/wide-stance-stiff-legs,https://www.bodybuilding.com/exercises/exerciseImages/sequences/744/Male/m/744_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/744/Male/m/744_2.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Hamstrings
Wide-Grip Decline Barbell Bench Press,https://www.bodybuilding.com/exercises/wide-grip-decline-barbell-bench-press,,,https://www.bodybuilding.com/exercises/muscle/chest,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Chest
Wide-Grip Decline Barbell Pullover,,,,,,,Chest
Wide-Grip Rear Pull-Up,https://www.bodybuilding.com/exercises/wide-grip-rear-pull-up,https://www.bodybuilding.com/exercises/exerciseImages/sequences/191/Male/m/191_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/191/Male/m/191_2.jpg,https://www.bodybuilding.com/exercises/muscle/lats,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Lats
Wide-Stance Leg Press,,,,,,,Quadriceps
Wide-grip Pulldown,,,,,,,Null
Wide-grip barbell curl,https://www.bodybuilding.com/exercises/wide-grip-standing-barbell-curl,,,https://www.bodybuilding.com/exercises/muscle/biceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Biceps
Wide-grip bench press,https://www.bodybuilding.com/exercises/wide-grip-barbell-bench-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-84e-wide-grip-bench-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-84e-wide-grip-bench-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Chest
Wide-grip hands-elevated push-up,https://www.bodybuilding.com/exercises/incline-push-up-wide,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-19e-wide-grip-hands-elevated-push-up-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-19e-wide-grip-hands-elevated-push-up-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Chest
Windmills,,,,,,,Abductors
World's greatest stretch,,,,,,,Hamstrings
Wrist Circles,,,,,,,Forearms
Wrist Roller,https://www.bodybuilding.com/exercises/wrist-roller,https://www.bodybuilding.com/exercises/exerciseImages/sequences/142/Male/m/142_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/142/Male/m/142_2.jpg,https://www.bodybuilding.com/exercises/muscle/forearms,https://www.bodybuilding.com/exercises/equipment/other,Other,Forearms
Yates Row Reverse Grip,https://www.bodybuilding.com/exercises/yates-row-reverse-grip,,,https://www.bodybuilding.com/exercises/muscle/middle-back,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Middle Back
Yoke Walk,,,,,,,Quadriceps
Z Curls,,,,,,,Null
Zercher squat,,,,,,,Quadriceps
Zottman Curl,https://www.bodybuilding.com/exercises/zottman-curl,,,https://www.bodybuilding.com/exercises/muscle/biceps,https://www.bodybuilding.com/exercises/finder,,Biceps
Zottman Preacher Curl,,,,,,,Biceps
